id,text,polarization
en_7fb453e316879b3f6d5f0de352a50252,us crime is down but republicans and refuse,0
en_360f4bb42216721ef68725794ba58e04,truly amazing that you can voice your fullthroated enthusiasm for genocidal collective punishment of innocents while also sharing this post you absolute ghoul,1
en_8e8990ee957cd75ea869366dd4f67d1c,kamala harris is a national disaster,1
en_f92503a987b0e766cfe99c9ab9f95cfa,theyve found as much fraud here as they found election fraud zilch,1
en_fd65d673f283585fc2e3c39fdcec7e5c,i should probably start migrating here cause capitalism,0
en_2754a004979022c1e47f22aeffa6d401,the end of history fukuyamas famous thesis was meant to signal liberal democracys ultimate victory over all other political ideologies but with the resurgence of populism is liberal democracy now eating its own tail,1
en_7990df0af2252017713eb61703d3048e,as well as in unvaccinated red states,0
en_d150010eabf3d7677c6ddfce9e914b9d,and nobody cares i didwant to go to your surveillance apartheid state anyway,1
en_b598961b148d84611ef77b1f6cf1fa7d,he has an iron dome surrounding it every time i try he just shoots it down,0
en_ff1f46ec1474ab68e8991cca2c7ea8c3,president biden accused of complicity in azerbaijan s actions,0
en_02b8b57a951dfacd89afb0dcd792646c,nothing to see here definitely not propaganda,1
en_33151aeb371e966c20993ab49b79a26b,thank the gop for this a stolen election has consequences,1
en_a56851c2a71f337445a9fc1274d6c44d,i wanna be as happy as kamala harris,0
en_7bcfe33bbe57b11bc9ff68dad4e9abfb,going to call for secession of the red states,0
en_f297aeb0e7f321301caf3c1085166afb,i wonder how all them folks that gave kamala harris shit about joe bidens position on gaza feel right about now,0
en_8098c67f7eaac68b027ca048af4f888e,local reps duarte mcclintock vote for impeachment,0
en_e385f111ee1d2dd8f1d7d6760c1803f3,tucker carlson out at fox news,0
en_cc7e9c435010ceb3cc03ca6e9169de48,the media was really out here trying to manifest an insurrection pt,1
en_5e935cdabc2becdc3c13dd9fd8ab24a6,how many didnt vote because they knew their vote wouldnt matter in their state my blue vote was meaningless in a state that is deep red its time to ditch the electoral college onepersononevote,1
en_d46afeb378a546ba180a0faebd7cc157,here comes military aid that ukraine been asking for,0
en_b01eaceb682f990ff9b6e0ebbe04e16a,thank you for describing the gop,0
en_ad8f1f73f9c74dc321ab14700bf6a9c5,in his rusi paper regenerating the uks airpower edge within nato br nk bsky social argues that investing in the uks typhoon and f fleets is key to enhancing natos deterrence against russian aggression,0
en_af8a88c8d23da577552e0420d5c4577d,this i believe is when he confronted putin on the election interference,0
en_df3d7271480406bfb7dfe66de63d312f,two israeli manhattan college hoops players spreading,0
en_2f50491d0050598e62e4227d500d6c94,lincoln project ad blasts republicans supporting trump,0
en_3a9e566819ce2c3816caeb18f25aea88,kamala harris cant hide her hate for joe biden,0
en_6eea39bb9ca7e79f84ed8b398b12ce81,iron dome is made in israel by refael a country the size of ukraine would need several hundred systems which do not exist,0
en_07fd2575d0c0414e726c0c9a413d2c39,why trump nation voters ignored the lies of fox newsbergen record,1
en_618da65f14bee0e3cba88837e399b088,reuters isnt radical left anywhere but in his senile old brain,1
en_16c263123108aea11a7809e743e25bff,well gavin alabama will be safer you have ruined our state with your progressive policies,1
en_9060ac0c66895d1d61a1a7a0ccca08ee,friendly reminder mike pence may have exhibited a spine today but he has always been and will continue to be a piece of shit,1
en_0cacce0bfa3893740de46fbb438fbdee,gop chairman addresses santos situationherald community newspapers,0
en_7a044730c2c1f41d316ebc2d1c5f2b3c,when is the investigation into fraud and your rigged election starting,1
en_ddb408ef2e2f4de21bec6b1db448ce1f,also increasingly clear trumpism will outlast trump himself,0
en_28ccc039c3a42824171939e67c5c5e7c,take jim acosta to msnbc,0
en_bb132ac81f31979e175339baccf03cad,sellouts complicit in russian aggression sanction them,1
en_bc0e9f64ae7c2e0b552153f51327c112,i been saying this and it goes back years like back in they used palestinians as human shields,1
en_0e0450e5b074e51fe80b010ada2d1b57,israel regains its mojo six key stories in a defining year for the jewish state,0
en_bc4129f00ff5a2f66aa5110eb0a3589a,correction blue cities in red states,0
en_231f323e0e8c778ed0d79e5d8024a800,the th walked out on vice president kamala harris,0
en_cf15953243ab745a61ff74478eb29255,albanians are neither refugees or asylum seekers,0
en_556e31bda326cc71ecd58eb068efcf39,maybe its time to stop giving red states our money,1
en_f3def53f518150a81097cbd55106c86a,most likely gop caucusgoers favor fetal,0
en_94cec0752a5a716ff29d01b27a0b8edb,happy athens polytechnic day to all greeks and also all those who want to commemorate a studentled uprising against a military occupation,0
en_af8106487d451e38805786fd1e7f2dfe,joe biden will resign next kamala harris,0
en_5c0e3afe3297cc60d0be18d7bf694938,keep the pressure up we can do more in military aid we just have a slow government,0
en_723e15c85fd86a31c33c54261b66512d,donald trumps dismantling of the deep state presages the formation of something far,1
en_e0107ad0fb3ac70e3dce2fdb0f76e05e,you can support the role of the us in destroying nazi germany and still regret the civilian casualties,1
en_c372554fd14c43e8356d973c660f3ed4,after navigating immigration system jaeram lee of grand,0
en_c718a99f03330507eb91918f91e2eaf1,feministsky feminism liberalsky resist notgoingback fuckcapitalism capitalism,1
en_7f0aea52a128f075295e00f9cc784839,if the woke mob leaves twitter where would they go,1
en_37f37d4d8ba6c7f12697a16453eb5b01,the electoral college and the senate are just forms of gerrymandering,1
en_d8006ae406350a3152383012cbad2f6c,baltimore police commissioner harrison to leave contract early,0
en_7f121e0851ceaa7c106525dd88ed1a09,maybe blue states should start,0
en_1cf268c36ce628a3655bdc9c74b1689a,woman owned family operated ice cream shop opens downtown,0
en_284cfb266bb81ebb380e419d2ce87395,all in the name of jesus the ultimate socialist,1
en_1ec28be44da7e574a2132276d54f3b0f,bad dates ok to leave on read swing states not ok to leave on red,1
en_9b99b253b43c5171c528c08e2668272e,i wont bite senators husband refuses to shake hands with kamala harris,0
en_487b6d715ee412d674cdffc3abbedeb1,distracted joe biden is not good,0
en_ef8805785e75da5a0260ff34f51d3bbd,ok now im thoroughly convinced defund the police,1
en_5fd937578fe2f6d274f6ac5e77612620,i agree with this chinese propaganda,1
en_e35d1433ad057cb5bfec1c7503635cf3,sanctions now until ceasefire negotiations now hi from ua,0
en_de879f2f3b51fed32be851486463c798,nyu will remain open ahead of planned israelhamas,0
en_07f72c184145d167a14690497a97ea60,some indisputable facts about the abcs proisrael progenocide bias johnmenadue compalestinian,0
en_5f311d92bac003c918723010d41507ec,so why not call it socialism instead of patriotic socialism,1
en_14adcaa8f50be61970cbc088894f48af,republicans double down on the misuse,0
en_de68455c6d5a50499ca98826a8c6fa26,frank larose needs money for his senate race a gop,0
en_130af2a4289c06845e7e748072b7b4d0,arizonans in israel bear witness to israelis scariest time,0
en_734d8381a67626ad7a20c1433f428d98,or being brushed off as all human shields,1
en_8d45eac33de8b2868c2e68430f794b26,ill take russian propaganda over us propaganda any day,1
en_af2299a6d1a26c7bda07835fda65be6d,attorney general who didnt show up for work supreme court packed by the guy who led the insurrection,1
en_226b66b0bd093d82d7a3f0ee578b8e0e,stories from refugees that found their home in boisethe arbiter,0
en_07bac9b9559b2b9dc7281d9cf0280b34,yeah some idf are indistinguishable from them,1
en_19dfc38621da189780cee86d07e0abb4,if israel didnt want tel aviv to be hit with missiles it shouldnt be a genocidal apartheid state,1
en_48d4067f74283ce8d87f60406bc545ef,ahh gotcha i thought you meant during early voting,0
en_807c890850a4f7bdbe26de65ffc8155d,defund the flemington police blacklivesmatter defundthepolice,1
en_e71fb97e2a6355121633fce4b7fd914d,social media is even more unusable today than at the start of the ukraine invasion seems best to avoid it entirely,0
en_377a68b2df4ac3b06009ba696ea34722,then the fbi needs to be held in contempt for election interference as the first charge in numerous others to follow,1
en_babd2e78919b8ef8b1f4f9ec12f2d1ca,can nikki haley break donald trumps grip in nh ahead,0
en_e8b20b088fd75875fa79bc202d211b2f,texas voter registration forms come preshredded now oscars,1
en_6f5fdfbe58c8f7192e69c1861913922e,on second anniversary of capitol insurrection manhattan,0
en_a5eeea33a39d80c73f8afca2e61ac3c2,used the icemold ice before the game we brought the nice and the i guess,0
en_7d87f02009157274b3654e036fbd6c9c,in court michigan republicans tie elector plan to trumps,0
en_cc51d874bd12f09d634aa56d51f357b0,whats better state sponsored propaganda or murdochs propaganda,0
en_10ee98a57cdb54c6004a1127eb86febe,president joe biden visiting connecticut next,0
en_702a151aa2145b678a2379320dbd604b,mike pence r in norm coleman r mn,0
en_04378fcdb0d8629e8c0ca2b05862e262,outrage in nsw justice for clare nowland yearold clare frail at kg using a walker was tasered by constable kristian white leading to her death whites fear defense is absurd she posed no real threat justice demands harsh punishment systemic police reform truth encr pw xfyu,1
en_38e6104954fd8db3e1b83fa653bee29b,what students should know the israel and hamas,0
en_a569596031b84ed03db51a783d1608aa,shame on you gun control now,1
en_e798c92dab2d8a10a23abf1d07c6fa78,as expected its all about white christian nationalism while asians are scapegoated,1
en_40a8828190642ea68e569aaa3821cd30,which is why republicans are trying to take voting rights away from women,1
en_b643f2317c66bd1dc0b0c1fbe1e9fcb3,with ousted lexington county chair calling foul state gop,0
en_a1b2983a0047119a875c21d259bd82e2,keep fighting this is a stolen election again,1
en_6e2529265ec52e5afb2b7096332f083e,only days left of the joe biden presidency not sure what to expect of the next years,0
en_ca6966039c8bc5b6c4ae6a325e48aefe,but you support ukrainian nazis who fight against russia,1
en_35a04a21a59c23f14cd1487562c8601f,apparently the hamas attack was the weathers fault,1
en_9bf88fff00f8c6db063190fd49e1720a,you do have to be worried about civilian casualties,0
en_6897598b402ae90978cc8308936044a8,the issue is illegal immigration you dim bulb,1
en_66d51c764784fb1c78a692b7cb080a45,the ukrainian nazis imagine that everyone must tolerate them,1
en_57c985ee010e4c012900f311f4f7b72e,well no because hamas uses their children as human shields meaning theyre the ones guilty of war crimes you cant use children as human shields as a trump card to get out of accountability for october th,1
en_7cb293e217423818629995a25eff502a,early voting in arkansas starts monday get out there democarats,0
en_aceb20502268744f383bfbf29e9d4b8b,i think they will be swept out of office they are allowing a whole series of things which were politically costly in the past im skeptical politics has changed enough or that voter fraudsuppression can overcome the backlash that is coming,0
en_cb8bdc89c75fde396778f787f2527648,hungary pm orban says spoke to putin to urge immediate ceasefire in ukraine,0
en_a6a12276ee671b3174134cce5bad7c2f,breaking zelensky claims that all major cities of ukraine are blocked zelensky russiaukraine,0
en_72d48b4ff2a3be086b62cc863a4ba26e,they dont want us to call it a raid so lets call it what it is election interference possibly insurrection,1
en_8c50fe2ac537dab46799699793dd390c,remove all the jihadists from gaza,1
en_78d4834b3fe344d2718e086c4879fae4,after mayotte cyclone chido hits mozambique refugees,0
en_52d90ab5fdc1699779576a2026b6dab8,you seemed to forget about russia invasion on ukraine in as well as illigal crimea annexation,0
en_b61ca2c5ba572ca577ba37dbd018cfb4,a chorus of democrats was asked to sing the praises,0
en_41c29b863e71d3923bbf938c5520cd63,okay so hamas fires on israel while hiding behind human shields israel fires back killing some of those human shields who is the murderer,1
en_6c8464386e30373b975cfa8749346131,sf supervisor introduces resolution calling for ceasefire,0
en_141ddcd5107015cce1c8ef22776b3392,ccp election interference seems to be blatant in australia wow,1
en_13e5b82304ed32bd5d5192ea99e62d96,headline russia sends military aid to ukraine unintentionally,0
en_8a425ecaaf35ef860d070477f9ebd750,dead children claimed by hamas who uses those children as human shields yes yes we covered that already now youre just talking in circles,1
en_87bf8370aecd57cb2e0a759fff6a5b8c,kamala harris was robbed of votes youtu be nfy i fdi sijjbni acklj exhe via bsky social you bsky social trumpcheated electionstolen kamalawon,1
en_06dd9042b21adb3ff0decdadc4b61e1e,trumps trial to start march on election interference,0
en_89b052ab2f2821fdbfc13ab6530b8cb8,putin fuck world world must fuck putin,1
en_e476db3d1d5c09d1ef907bd9219a80db,it will always be free palestine,1
en_c113283c0b023045b1efbad7beea3f6b,snowflake republicans are insisting that flags lowered in honor of jimmy carters passing be raised for donald trumps inauguration by the way its probably not about erections,1
en_8c06507d47031f5942c7f041ecf5578a,kokomo lawyer recounts experience with marine corps,0
en_9067c55da55eb4077d5f8dfc3dd6cd5c,weather service confirms tornadoes in clinton andrew counties,0
